accession	cluster	abundance	length_ave	score	read_count	total_bases	coverage	subsampled	coverage_final	notes	index
ERR3404698	E_fcs_Pop22	0.997776	3065390.208333333	1	1664083.787315308	331119392	108.01867608888566	1	100	Warning: high coverage (108.01867608888566) so 1540551 reads were subsampled to reduce the coverage to 100	1.0
ERR3404698	K_pne_Pop1	0.733832	5418358.158371041	1	223046.9807497467	44029474	8.125980733107701	0	8.125980733107701	Warning: low coverage (8.125980733107701) so distances may not be accurate	1.0
ERR3404702	E_fcs_Pop12	0.822744	2921311.875	1	3354508.512562814	667547194	228.5093898096724	1	100.0	Warning: high coverage (228.5093898096724) so 1467995 reads were subsampled to reduce the coverage to 100	1.0
ERR3404702	E_fcs_Pop4	0.141501	3097240.683333333	1	1355009.4510355922	269538480	87.0253582327078	0	87.0253582327078		0.0
ERR3404705	E_fcs_Pop3	0.999418	2911870.6842105263	1	157805.4583835947	31396974	10.78240670859751	0	10.78240670859751		3.0
ERR3404707	E_fcs_Pop79	0.963238	2668539.5	1	6943673.19794913	1381374346	517.6518264016703	1	100	Warning: high coverage (517.6518264016703) so 1341379 reads were subsampled to reduce the coverage to 100	5.0
ERR3404709	E_fcs_Pop6	0.988595	2996392.407407407	1	815300.8102521703	197221266	65.8195720668787	0	65.8195720668787		1.0
ERR3404715	E_fcs_Pop2	0.0904609	2911785.525641025	1	148813.08341608738	35965146	12.351577986528499	0	12.351577986528499		5.0
ERR3404715	E_fcs_Pop7	0.616869	2978808.8571428573	1	351102.3223140496	84966762	28.52373753228879	0	28.52373753228879		8.0
ERR3404715	K_gri_Pop1	0.734198	6151408.2	1	3149959.9688983466	769724218	125.12975776831067	1	100.0	Warning: high coverage (125.12975776831067) so 2517354 reads were subsampled to reduce the coverage to 100	17.0
ERR3404715	K_gri_Pop7	0.0419554	6077806.625	1	2455334.7669370035	599445430	98.62857885841342	0	98.62857885841342		1.0
ERR3404716	E_fcs_Pop39	0.947099	2942033.363636364	1	894224.6132208157	216169858	73.47634485450337	0	73.47634485450337		2.0
ERR3404717	E_fcs_Pop1	0.999997	3077103.0825688075	1	9469081.741133876	2301555008	747.9616204727956	1	100	Warning: high coverage (747.9616204727956) so 1265984 reads were subsampled to reduce the coverage to 100	0.0
ERR3404719	E_fcs_Pop2	0.390674	2911785.525641025	1	46229.24497197494	11217064	3.8522974653260498	0	3.8522974653260498	Warning: low coverage (3.8522974653260498) so distances may not be accurate	5.0
ERR3404724	K_pne_Pop13	0.868628	5539351.08	1	267121.24060150376	65369910	11.80100503757924	0	11.80100503757924		13.0
ERR3404726	E_fcs_Pop5	0.992064	2949776.375	1	2782666.867320854	674908022	228.79972452149022	1	100	Warning: high coverage (228.79972452149022) so 1216202 reads were subsampled to reduce the coverage to 100	0.0
ERR3404727	E_fcs_Pop2	0.886213	2911785.525641025	1	176032.15822575305	42543452	14.610778034770993	0	14.610778034770993		5.0
ERR3404727	E_fcs_Pop5	0.113341	2949776.375	1	54850.54451741624	13195944	4.473540473046876	0	4.473540473046876	Warning: low coverage (4.473540473046876) so distances may not be accurate	4.0
ERR3404730	E_fcs_Pop21	0.990943	2979221.961538461	1	818312.7749297172	197933494	66.43798164598242	0	66.43798164598242		9.0
ERR3404731	E_fcs_Pop2	0.999985	2911785.525641025	1	3439737.0061167134	832278766	285.8310678004951	1	100	Warning: high coverage (285.8310678004951) so 1203416 reads were subsampled to reduce the coverage to 100	0.0
ERR3404731	K_gri_Pop11	0.596773	6144512.666666667	1	288687.45801589254	70480156	11.470422444134163	0	11.470422444134163		54.0
ERR3404731	K_mic_Pop5	0.649441	6126115.071428572	1	269688.6732186732	65857974	10.750365155096953	0	10.750365155096953		5.0
ERR3404734	E_fcs_Pop1	0.998119	3077103.0825688075	1	657413.8399139144	158844332	51.621387954086536	0	51.621387954086536		7.0
ERR3404737	K_gri_Pop12	0.958621	5963330.333333333	1	2132284.8566308245	523518578	87.78963242631033	0	87.78963242631033		3.0
ERR3404739	E_fcs_Pop1	0.999368	3077103.0825688075	1	338222.8834661354	81498186	26.48536100778405	0	26.48536100778405		8.0
ERR3404739	K_pne_Pop4	0.929101	5434499.696969697	1	680562.5747277045	166206992	30.58367858455817	0	30.58367858455817		2.0
ERR3404742	S_aur_Pop15	0.98198	2744997.714285714	1	875596.4279794464	211298930	76.9759948798292	0	76.9759948798292		5.0
ERR3404743	E_fcs_Pop37	0.839873	2870182.833333333	1	323877.4905005782	78417218	27.3213319685732	0	27.3213319685732		34.0
ERR3404744	E_fcs_Pop1	0.999991	3077103.0825688075	1	2682819.9387518624	648276610	210.67757322540194	1	100	Warning: high coverage (210.67757322540194) so 1273424 reads were subsampled to reduce the coverage to 100	0.0
ERR3404744	K_gri_Pop1	0.200484	6151408.2	1	245987.54205990973	59947164	9.745274911198383	0	9.745274911198383	Warning: low coverage (9.745274911198383) so distances may not be accurate	35.0
ERR3404744	K_gri_Pop7	0.678119	6077806.625	1	304385.0638716017	74343008	12.231881102337638	0	12.231881102337638		10.0
ERR3404744	K_pne_Pop96	0.771511	5462626.0	1	171479.88684814694	41827374	7.657008552297008	0	7.657008552297008	Warning: low coverage (7.657008552297008) so distances may not be accurate	95.0
ERR3404745	E_fcs_Pop1	0.996451	3077103.0825688075	1	563115.4591752916	137107352	44.55728271720456	0	44.55728271720456		2.0
ERR3404746	K_gri_Pop7	0.999984	6077806.625	1	3501949.917898194	853075000	140.3590230217303	1	100	Warning: high coverage (140.3590230217303) so 2494994 reads were subsampled to reduce the coverage to 100	0.0
ERR3404750	E_fcs_Pop22	0.999994	3065390.208333333	1	8608646.352921784	2088974124	681.4708673372403	1	100	Warning: high coverage (681.4708673372403) so 1263244 reads were subsampled to reduce the coverage to 100	0.0
ERR3404751	E_fcs_Pop22	0.987854	3065390.208333333	1	1824935.263419483	440612370	143.73777563527972	1	100	Warning: high coverage (143.73777563527972) so 1269628 reads were subsampled to reduce the coverage to 100	1.0
ERR3404752	E_fcs_Pop1	0.937922	3077103.0825688075	1	1180901.8491002147	286108900	92.97995300214394	0	92.97995300214394		4.0
ERR3404753	E_fcs_Pop1	0.971746	3077103.0825688075	1	321235.7520661157	77739052	25.263713926379868	0	25.263713926379868		9.0
ERR3404755	E_fcs_Pop1	0.999997	3077103.0825688075	1	6830631.370112658	1649187638	535.9546280208577	1	100	Warning: high coverage (535.9546280208577) so 1274479 reads were subsampled to reduce the coverage to 100	0.0
ERR3404756	E_fcs_Pop1	0.999985	3077103.0825688075	1	1826525.140775091	441142352	143.36287740862045	1	100	Warning: high coverage (143.36287740862045) so 1274057 reads were subsampled to reduce the coverage to 100	0.0
ERR3404758	E_fcs_Pop21	0.980862	2979221.961538461	1	87143.60328161807	21456498	7.202047473132861	0	7.202047473132861	Warning: low coverage (7.202047473132861) so distances may not be accurate	34.0
ERR3404761	S_aur_Pop23	0.999919	2803427.333333333	1	148589.06515580736	36716358	13.096953705000619	0	13.096953705000619		18.0
ERR3404764	E_fcs_Pop5	0.236156	2949776.375	1	98031.72200520834	24092276	8.167492357789326	0	8.167492357789326	Warning: low coverage (8.167492357789326) so distances may not be accurate	4.0
ERR3404764	K_mic_Pop15	0.955228	6079971.833333333	1	595635.0670459163	146585790	24.109616626239305	0	24.109616626239305		13.0
ERR3404765	E_fcs_Pop21	0.665892	2979221.961538461	1	2449908.7171987975	603118528	202.44162260691428	1	100	Warning: high coverage (202.44162260691428) so 1210180 reads were subsampled to reduce the coverage to 100	2.0
ERR3404765	E_fcs_Pop83	0.32604	2854986.25	1	1637525.2764227642	402831218	141.0974284026762	1	100	Warning: high coverage (141.0974284026762) so 1160563 reads were subsampled to reduce the coverage to 100	3.0
ERR3404767	E_fcs_Pop1	0.715607	3077103.0825688075	1	4031134.5200357637	991900960	322.3489539947253	1	100	Warning: high coverage (322.3489539947253) so 1250549 reads were subsampled to reduce the coverage to 100	1.0
ERR3404767	E_fcs_Pop3	0.284387	2911870.6842105263	1	3621211.2853428666	891397370	306.12532858466477	1	100	Warning: high coverage (306.12532858466477) so 1182917 reads were subsampled to reduce the coverage to 100	0.0
ERR3404768	E_fcs_Pop1	0.0916354	3077103.0825688075	1	1478404.0474642392	363805668	118.22992543242655	1	100	Warning: high coverage (118.22992543242655) so 1250448 reads were subsampled to reduce the coverage to 100	1.0
ERR3404768	E_fcs_Pop3	0.908354	2911870.6842105263	1	2376192.1302688215	585161074	200.95709509800926	1	100	Warning: high coverage (200.95709509800926) so 1182437 reads were subsampled to reduce the coverage to 100	0.0
ERR3404769	E_fcs_Pop21	0.996159	2979221.961538461	1	99431.15378382758	24543586	8.238253583269696	0	8.238253583269696	Warning: low coverage (8.238253583269696) so distances may not be accurate	34.0
ERR3404770	E_fcs_Pop21	0.96146	2979221.961538461	1	98971.48087876322	24327190	8.165618511833712	0	8.165618511833712	Warning: low coverage (8.165618511833712) so distances may not be accurate	34.0
ERR3404770	S_aur_Pop9	0.999981	2723632.05	1	231599.69075520834	56917940	20.89780813087436	0	20.89780813087436		2.0
ERR3404771	K_pne_Pop24	0.970277	5454898.727272728	1	173935.16849370685	42840232	7.853533886121974	0	7.853533886121974	Warning: low coverage (7.853533886121974) so distances may not be accurate	16.0
ERR3404772	E_fcs_Pop6	0.999998	2996392.407407407	1	11146125.299047928	2739494676	914.2643230665223	1	100	Warning: high coverage (914.2643230665223) so 1219135 reads were subsampled to reduce the coverage to 100	0.0
ERR3404773	E_fcs_Pop6	0.61066	2996392.407407407	1	237854.07690431672	58516860	19.52910435073189	0	19.52910435073189		12.0
ERR3404774	E_fcs_Pop6	0.974141	2996392.407407407	1	367912.06812652067	90727116	30.278783171293828	0	30.278783171293828		8.0
ERR3404774	K_gri_Pop8	0.935982	6269477.714285715	1	889081.6485477851	219176408	34.959276990582765	0	34.959276990582765		5.0
ERR3404776	S_aur_Pop3	0.987769	2757373.2	1	86849.53324133453	21397988	7.760279965004374	0	7.760279965004374	Warning: low coverage (7.760279965004374) so distances may not be accurate	5.0
ERR3404777	E_fcs_Pop4	0.861826	3097240.683333333	1	1109662.4005197336	273287656	88.23584730453706	0	88.23584730453706		0.0
ERR3404778	E_fcs_Pop4	0.86076	3097240.683333333	1	469177.15492728894	115502032	37.29191361250415	0	37.29191361250415		0.0
ERR3404781	E_fcm_Pop85	0.998181	2893039.5	1	566294.9585298422	139285908	48.14518018160485	0	48.14518018160485		193.0
ERR3404781	E_fcs_Pop1	0.617722	3077103.0825688075	1	275103.0029296875	67609314	21.9717416627976	0	21.9717416627976		9.0
ERR3404781	E_fcs_Pop6	0.358217	2996392.407407407	1	192152.8899381309	47208122	15.754986524227068	0	15.754986524227068		15.0
ERR3404782	E_fcm_Pop85	0.998908	2893039.5	1	482772.7710253691	118366228	40.914141683858794	0	40.914141683858794		215.0
ERR3404782	E_fcs_Pop6	0.610847	2996392.407407407	1	84832.19384841315	20795764	6.940267218869804	0	6.940267218869804	Warning: low coverage (6.940267218869804) so distances may not be accurate	16.0
ERR3404782	K_pne_Pop44	0.995074	5418596.6	1	2098062.9132063184	515368174	95.11100604905707	0	95.11100604905707		1.0
ERR3404783	E_fcm_Pop85	0.995073	2893039.5	1	478304.8976608187	117777798	40.7107466040474	0	40.7107466040474		186.0
ERR3404783	K_pne_Pop44	0.78072	5418596.6	1	982364.1290217745	241818754	44.627561682668905	0	44.627561682668905		4.0
ERR3404784	K_var_Pop5	0.956218	5590016.333333333	1	694090.0300397824	170982138	30.587055171991448	0	30.587055171991448		4.0
ERR3404785	K_mic_Pop11	0.995183	6326453.4	1	7944000.715563506	1953906416	308.8470415351514	1	100	Warning: high coverage (308.8470415351514) so 2572147 reads were subsampled to reduce the coverage to 100	0.0
ERR3404786	E_fcs_Pop17	0.999977	2959104.066666667	1	1826565.8301627135	451271354	152.50269805763955	1	100	Warning: high coverage (152.50269805763955) so 1197726 reads were subsampled to reduce the coverage to 100	0.0
ERR3404786	K_mic_Pop11	0.995119	6326453.4	1	2760322.5738567384	682075708	107.81328255733298	1	100	Warning: high coverage (107.81328255733298) so 2560280 reads were subsampled to reduce the coverage to 100	0.0
ERR3404787	E_fcs_Pop6	0.999997	2996392.407407407	1	9280287.755931102	2284435634	762.3953486040838	1	100	Warning: high coverage (762.3953486040838) so 1217253 reads were subsampled to reduce the coverage to 100	0.0
ERR3404788	E_fcs_Pop6	0.999988	2996392.407407407	1	2599392.5709176622	639606536	213.4588695455319	1	100	Warning: high coverage (213.4588695455319) so 1217748 reads were subsampled to reduce the coverage to 100	0.0
ERR3404788	K_gri_Pop8	0.960691	6269477.714285715	1	5530782.169849655	1361125492	217.10348996033937	1	100	Warning: high coverage (217.10348996033937) so 2547532 reads were subsampled to reduce the coverage to 100	0.0
ERR3404789	E_fcs_Pop6	0.999978	2996392.407407407	1	1826010.820683497	449892546	150.1447356787505	1	100	Warning: high coverage (150.1447356787505) so 1216167 reads were subsampled to reduce the coverage to 100	0.0
ERR3404789	K_gri_Pop8	0.955171	6269477.714285715	1	5299297.588894301	1305534954	208.23663684539318	1	100	Warning: high coverage (208.23663684539318) so 2544844 reads were subsampled to reduce the coverage to 100	0.0
ERR3404792	E_fcs_Pop1	0.999986	3077103.0825688075	1	1696828.7909586146	417385946	135.64249711503345	1	100	Warning: high coverage (135.64249711503345) so 1250956 reads were subsampled to reduce the coverage to 100	0.0
ERR3404793	E_fcs_Pop1	0.999996	3077103.0825688075	1	7606775.01017501	1868984620	607.384468394132	1	100	Warning: high coverage (607.384468394132) so 1252382 reads were subsampled to reduce the coverage to 100	0.0
ERR3404794	K_pne_Pop1	0.999703	5418358.158371041	1	642378.7154471545	158025164	29.164768991112286	0	29.164768991112286		1.0
ERR3404798	E_fcs_Pop5	0.843356	2949776.375	1	613565.2558895207	151059766	51.210582361518846	0	51.210582361518846		0.0
ERR3404798	K_pne_Pop4	0.971757	5434499.696969697	1	2760227.677702045	680340918	125.18924573302697	1	100	Warning: high coverage (125.18924573302697) so 2204844 reads were subsampled to reduce the coverage to 100	0.0
ERR3404800	E_fcs_Pop2	0.999902	2911785.525641025	1	446630.73360955395	109951554	37.76086975904393	0	37.76086975904393		2.0
ERR3404804	E_fcs_Pop1	0.983346	3077103.0825688075	1	339194.29431873676	83346822	27.08613256154582	0	27.08613256154582		2.0
ERR3404804	S_aur_Pop2	0.986986	2815032.966666667	1	64011.08037748129	15736484	5.590159755263493	0	5.590159755263493	Warning: low coverage (5.590159755263493) so distances may not be accurate	3.0
ERR3404807	E_fcs_Pop4	0.9786	3097240.683333333	1	87241.91489361702	21321924	6.884167612396456	0	6.884167612396456	Warning: low coverage (6.884167612396456) so distances may not be accurate	0.0
ERR3404808	E_fcs_Pop6	0.999996	2996392.407407407	1	8981731.235735245	2203757576	735.4702843833378	1	100	Warning: high coverage (735.4702843833378) so 1221222 reads were subsampled to reduce the coverage to 100	0.0
ERR3404809	E_fcs_Pop6	0.999944	2996392.407407407	1	762109.1093610456	187737958	62.65466349997797	0	62.65466349997797		1.0
ERR3404810	K_oxy_Pop24	0.999996	6008049.333333333	1	9386889.952075379	2311240044	384.6905902015452	1	100	Warning: high coverage (384.6905902015452) so 2440114 reads were subsampled to reduce the coverage to 100	0.0
ERR3404815	K_pne_Pop4	0.458393	5434499.696969697	1	444239.92191312835	109229712	20.099313292980217	0	20.099313292980217		4.0
ERR3404821	E_fcs_Pop1	0.0555757	3077103.0825688075	1	117768.5091443501	28848574	9.375238081369968	0	9.375238081369968	Warning: low coverage (9.375238081369968) so distances may not be accurate	9.0
ERR3404821	E_fcs_Pop20	0.703361	2985930.25925926	1	221390.659385443	54324840	18.193606441925652	0	18.193606441925652		20.0
ERR3404821	E_fcs_Pop3	0.080858	2911870.6842105263	1	97476.21692257433	23869976	8.197471175294204	0	8.197471175294204	Warning: low coverage (8.197471175294204) so distances may not be accurate	3.0
ERR3404821	E_fcs_Pop7	0.155904	2978808.8571428573	1	117163.53622715405	28719126	9.641144288642314	0	9.641144288642314	Warning: low coverage (9.641144288642314) so distances may not be accurate	8.0
ERR3404823	E_fcs_Pop1	0.999994	3077103.0825688075	1	3950999.991852697	969891478	315.19629078864705	1	100	Warning: high coverage (315.19629078864705) so 1253504 reads were subsampled to reduce the coverage to 100	0.0
ERR3404824	E_fcs_Pop1	0.999983	3077103.0825688075	1	1238837.7982249002	304283340	98.88630046997974	0	98.88630046997974		0.0
ERR3404830	E_fcs_Pop4	0.99998	3097240.683333333	1	1825606.4255388635	447200550	144.3867609018718	1	100	Warning: high coverage (144.3867609018718) so 1264386 reads were subsampled to reduce the coverage to 100	0.0
ERR3404830	K_mic_Pop17	0.86719	6231440.5	1	392436.42880417075	96350992	15.462073656965833	0	15.462073656965833		8.0
ERR3404832	E_fcs_Pop5	0.999971	2949776.375	1	1865110.5982905985	458257674	155.3533609814744	1	100	Warning: high coverage (155.3533609814744) so 1200560 reads were subsampled to reduce the coverage to 100	0.0
ERR3404833	E_fcs_Pop3	0.973539	2911870.6842105263	1	190046.37704784417	46633580	16.014990038145672	0	16.014990038145672		3.0
ERR3404834	E_fcs_Pop3	0.999957	2911870.6842105263	1	687195.5131845842	169393694	58.17349476353083	0	58.17349476353083		0.0
ERR3404835	E_fcs_Pop3	0.900111	2911870.6842105263	1	196698.24975577986	48324826	16.59580085820396	0	16.59580085820396		3.0
ERR3404837	K_mic_Pop6	0.439301	6208555.071428572	1	432288.20265970466	105971130	17.068565677652327	0	17.068565677652327		6.0
ERR3404838	K_mic_Pop7	0.971097	6168273.857142857	1	3696682.5467860047	908644570	147.30937553101506	1	100	Warning: high coverage (147.30937553101506) so 2509468 reads were subsampled to reduce the coverage to 100	1.0
ERR3404840	K_gri_Pop15	0.989236	6378907.0	1	974713.5350577518	239662564	37.57110175771492	0	37.57110175771492		12.0
ERR3404840	K_oxy_Pop45	0.999998	6941886.0	1	980071.3414138127	240960340	34.711077076172096	0	34.711077076172096		0.0
ERR3404845	E_fcs_Pop4	0.999996	3097240.683333333	1	9002935.031743448	2212201196	714.2490436420234	1	100	Warning: high coverage (714.2490436420234) so 1260475 reads were subsampled to reduce the coverage to 100	0.0
ERR3404847	E_fcs_Pop8	0.999996	2831956.075	1	5072874.7838851735	1244071812	439.2977076807238	1	100	Warning: high coverage (439.2977076807238) so 1154769 reads were subsampled to reduce the coverage to 100	0.0
ERR3404848	E_fcs_Pop8	0.999991	2831956.075	1	2663559.985339632	654063790	230.95831032619387	1	100	Warning: high coverage (230.95831032619387) so 1153264 reads were subsampled to reduce the coverage to 100	0.0
ERR3404849	E_fcs_Pop8	0.999989	2831956.075	1	2080630.4457664413	510628324	180.3094082241371	1	100	Warning: high coverage (180.3094082241371) so 1153922 reads were subsampled to reduce the coverage to 100	0.0
ERR3404850	E_fcs_Pop1	0.932352	3077103.0825688075	1	1049664.8406293306	257524772	83.69065484313084	0	83.69065484313084		4.0
ERR3404850	K_gri_Pop22	0.899211	6347326.0	1	2064750.2279758998	507185246	79.90534061114869	0	79.90534061114869		7.0
ERR3404850	S_aur_Pop3	0.998792	2757373.2	1	538217.2338000651	132229210	47.95477449334751	0	47.95477449334751		1.0
ERR3404851	E_fcs_Pop1	0.699305	3077103.0825688075	1	242354.17379265412	59517338	19.342003307316606	0	19.342003307316606		9.0
ERR3404851	E_fcs_Pop5	0.185897	2949776.375	1	110292.24818825828	27089982	9.183740920021437	0	9.183740920021437	Warning: low coverage (9.183740920021437) so distances may not be accurate	4.0
ERR3404851	K_gri_Pop22	0.922224	6347326.0	1	5546532.159127888	1363559466	214.82423716695817	1	100	Warning: high coverage (214.82423716695817) so 2581893 reads were subsampled to reduce the coverage to 100	3.0
ERR3404851	S_aur_Pop3	0.999983	2757373.2	1	535907.7179570593	131790426	47.795643331849305	0	47.795643331849305		0.0
ERR3404854	K_gri_Pop8	0.747012	6269477.714285715	1	375534.5956511116	92223786	14.709963126570761	0	14.709963126570761		18.0
ERR3404856	E_fcs_Pop7	0.99999	2978808.8571428573	1	2716840.6859942833	665354284	223.36253043042802	1	100	Warning: high coverage (223.36253043042802) so 1216336 reads were subsampled to reduce the coverage to 100	0.0
ERR3404858	K_gri_Pop7	0.0318953	6077806.625	1	508922.94867603795	124543624	20.49154105820206	0	20.49154105820206		2.0
ERR3404858	K_gri_Pop8	0.621954	6269477.714285715	1	817846.8897959184	200372488	31.959996850045197	0	31.959996850045197		6.0
ERR3404858	K_pla_Pop7	0.950039	5835576.8	1	691061.83405401	169406898	29.030017735350516	0	29.030017735350516		3.0
ERR3404859	K_pla_Pop7	0.999989	5835576.8	1	2872699.2246163893	703926218	120.62667361348068	1	100	Warning: high coverage (120.62667361348068) so 2381479 reads were subsampled to reduce the coverage to 100	0.0
ERR3404860	K_pne_Pop3	0.979935	5573634.62244898	1	128073.82758339451	31406264	5.634790603873584	0	5.634790603873584	Warning: low coverage (5.634790603873584) so distances may not be accurate	6.0
ERR3404862	K_pne_Pop3	0.962014	5573634.62244898	1	254912.28098769457	62560572	11.224376235217179	0	11.224376235217179		6.0
ERR3404864	E_fcs_Pop17	0.999995	2959104.066666667	1	4468350.425183974	1092958514	369.35453751418135	1	100	Warning: high coverage (369.35453751418135) so 1209772 reads were subsampled to reduce the coverage to 100	0.0
ERR3404865	E_fcs_Pop17	0.999981	2959104.066666667	1	1469067.2231770195	359010648	121.32410348258338	1	100	Warning: high coverage (121.32410348258338) so 1210861 reads were subsampled to reduce the coverage to 100	0.0
